trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	block_ID	response_hand	phase_length	last_frame	key_duration	onset_abs	duration
0	0.02113639999879524	stim	0		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		12.892469800019171	10.486740999971516
0	10.507877399970312	ambiguous_practice	0	space	1	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0	0.18462409998755902	23.379210799990688	-10.419944199966267
0	0.08793320000404492	stim	1		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		12.95926660002442	0.033156000019516796
0	0.12108920002356172	stim	2		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		12.992422600043938	0.03393370000412688
0	0.1550229000276886	stim	3		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.026356300048064	11.555668399960268
0	11.710691299987957	ambiguous_practice	3	space	2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0	0.14794479997362942	24.582024700008333	-11.505547699984163
0	0.20514360000379384	stim	4		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.07647700002417	0.033311399980448186
0	0.23845499998424202	stim	5		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.109788400004618	0.03371670003980398
0	0.272171700024046	stim	6		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.143505100044422	0.033474800002295524
0	0.3056465000263415	stim	7		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.176979900046717	0.03342809999594465
0	0.3390746000222862	stim	8		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.210408000042662	0.035606599994935095
0	0.37468120001722127	stim	9		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.246014600037597	0.03339419997064397
0	0.40807539998786524	stim	10		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.279408800008241	0.033289399987552315
0	0.44136479997541755	stim	11		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.312698199995793	0.03368430002592504
0	0.4750491000013426	stim	12		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.346382500021718	0.0328210000297986
0	0.5078701000311412	stim	13		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.379203500051517	0.03373289998853579
0	0.541603000019677	stim	14		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.412936400040053	0.03353049996076152
0	0.5751334999804385	stim	15		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		13.446466900000814	0.033476100012194365
