trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	response_hand	phase_length	last_frame	key_duration	onset_abs	duration
0	0.01209900004323572	stim	0		0	break	break	preferred	1.0	0.0		4.596721400041133	3.0676976999966428
0	3.0797967000398785	break	0	space	0	break	break	preferred	1.0	0.0	0.08463119994848967	7.664419100037776	0.3524107999401167
0	3.432207499979995	break	0	space	599	break	break	preferred	1.0	0.0	0.10131920001003891	8.016829899977893	6.6551408000523224
1	10.087348300032318	stim	0		2	unambiguous	left	preferred	69.0	0.0		14.671970700030215	0.03206729993689805
1	10.119415599969216	stim	1		2	unambiguous	left	preferred	69.0	0.0		14.704037999967113	0.034497100044973195
1	10.153912700014189	stim	2		2	unambiguous	left	preferred	69.0	0.0		14.738535100012086	0.03367729997262359
1	10.187589999986812	stim	3		2	unambiguous	left	preferred	69.0	0.0		14.77221239998471	0.033150400035083294
1	10.220740400021896	stim	4		2	unambiguous	left	preferred	69.0	0.0		14.805362800019793	0.03373339993413538
1	10.254473799956031	stim	5		2	unambiguous	left	preferred	69.0	0.0		14.839096199953929	0.032853999990038574
1	10.28732779994607	stim	6		2	unambiguous	left	preferred	69.0	0.0		14.871950199943967	0.03324150003027171
1	10.320569299976341	stim	7		2	unambiguous	left	preferred	69.0	0.0		14.905191699974239	0.033424100023694336
1	10.353993400000036	stim	8		2	unambiguous	left	preferred	69.0	0.0		14.938615799997933	0.03324969997629523
1	10.387243099976331	stim	9		2	unambiguous	left	preferred	69.0	0.0		14.971865499974228	0.03259499999694526
1	10.419838099973276	stim	10		2	unambiguous	left	preferred	69.0	0.0		15.004460499971174	0.034374200040474534
1	10.45421230001375	stim	11		2	unambiguous	left	preferred	69.0	0.0		15.038834700011648	0.03321040002629161
1	10.487422700040042	stim	12		2	unambiguous	left	preferred	69.0	0.0		15.07204510003794	0.03324829996563494
1	10.520671000005677	stim	13		2	unambiguous	left	preferred	69.0	0.0		15.105293400003575	0.03324300004169345
1	10.55391400004737	stim	14		2	unambiguous	left	preferred	69.0	0.0		15.138536400045268	0.03322919993661344
1	10.587143199983984	stim	15		2	unambiguous	left	preferred	69.0	0.0		15.171765599981882	0.03367969999089837
1	10.620822899974883	stim	16		2	unambiguous	left	preferred	69.0	0.0		15.20544529997278	0.033622700022533536
1	10.654445599997416	stim	17		2	unambiguous	left	preferred	69.0	0.0		15.239067999995314	0.034655299969017506
1	10.689100899966434	stim	18		2	unambiguous	left	preferred	69.0	0.0		15.273723299964331	0.03154450003057718
1	10.72064539999701	stim	19		2	unambiguous	left	preferred	69.0	0.0		15.305267799994908	0.03330520004965365
1	10.753950600046664	stim	20		2	unambiguous	left	preferred	69.0	0.0		15.338573000044562	0.03323269996326417
1	10.787183300009929	stim	21		2	unambiguous	left	preferred	69.0	0.0		15.371805700007826	0.03341559995897114
1	10.8205988999689	stim	22		2	unambiguous	left	preferred	69.0	0.0		15.405221299966797	0.0338503000093624
1	10.854449199978262	stim	23		2	unambiguous	left	preferred	69.0	0.0		15.43907159997616	0.032973599969409406
1	10.887422799947672	stim	24		2	unambiguous	left	preferred	69.0	0.0		15.472045199945569	0.03328050009440631
1	10.920703300042078	stim	25		2	unambiguous	left	preferred	69.0	0.0		15.505325700039975	0.03324979997705668
1	10.953953100019135	stim	26		2	unambiguous	left	preferred	69.0	0.0		15.538575500017032	0.03268709999974817
1	10.986640200018883	stim	27		2	unambiguous	left	preferred	69.0	0.0		15.57126260001678	0.03389039996545762
1	11.02053059998434	stim	28		2	unambiguous	left	preferred	69.0	0.0		15.605152999982238	0.03365950006991625
1	11.054190100054257	stim	29		2	unambiguous	left	preferred	69.0	0.0		15.638812500052154	0.03381709998939186
1	11.088007200043648	stim	30		2	unambiguous	left	preferred	69.0	0.0		15.672629600041546	0.033047699951566756
1	11.121054899995215	stim	31		2	unambiguous	left	preferred	69.0	0.0		15.705677299993113	0.03307390003465116
1	11.154128800029866	stim	32		2	unambiguous	left	preferred	69.0	0.0		15.738751200027764	0.03317009995225817
1	11.187298899982125	stim	33		2	unambiguous	left	preferred	69.0	0.0		15.771921299980022	0.03322350000962615
