trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	block_ID	response_hand	phase_length	last_frame	key_duration	onset_abs	duration
0	0.014994699973613024	stim	0		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.596197399951052	2.5105305000324734
0	2.5255252000060864	ambiguous_practice	0	space	1	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0	0.0894943000166677	8.106727899983525	-2.4440246000303887
0	0.0815005999756977	stim	1		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.662703299953137	4.368635200022254
0	4.450135799997952	ambiguous_practice	1	space	2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0	0.05796609999379143	10.03133849997539	-4.318950099986978
0	0.13118570001097396	stim	2		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.712388399988413	0.033944399969186634
0	0.1651300999801606	stim	3		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.7463327999575995	0.03347070002928376
0	0.19860080000944436	stim	4		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.779803499986883	0.03346840001177043
0	0.23206920002121478	stim	5		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.813271899998654	0.0330363999819383
0	0.2651056000031531	stim	6		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.846308299980592	0.03356030001305044
0	0.2986659000162035	stim	7		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.879868599993642	0.03364739997778088
0	0.3323132999939844	stim	8		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.913515999971423	0.03284010000061244
0	0.36515339999459684	stim	9		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.946356099972036	0.03379110002424568
0	0.3989445000188425	stim	10		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		5.980147199996281	0.03345059999264777
0	0.4323951000114903	stim	11		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.013597799988929	0.03381029999582097
0	0.46620540000731125	stim	12		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.04740809998475	0.03349469997920096
0	0.4997000999865122	stim	13		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.080902799963951	0.03336870000930503
0	0.5330687999958172	stim	14		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.114271499973256	0.03340389998629689
0	0.5664726999821141	stim	15		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.147675399959553	0.0333595999982208
0	0.5998322999803349	stim	16		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.181034999957774	0.033280500036198646
0	0.6331128000165336	stim	17		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.2143154999939725	0.03347679995931685
0	0.6665895999758504	stim	18		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.247792299953289	0.03353930002776906
0	0.7001289000036195	stim	19		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.281331599981058	0.03348159999586642
0	0.7336104999994859	stim	20		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.314813199976925	0.03357329999562353
0	0.7671837999951094	stim	21		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.348386499972548	0.033225800027139485
0	0.8004096000222489	stim	22		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.381612299999688	0.0329863999504596
0	0.8333959999727085	stim	23		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.414598699950147	0.033208100008778274
0	0.8666040999814868	stim	24		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.447806799958926	0.03389930003322661
0	0.9005034000147134	stim	25		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.481706099992152	0.03351109998766333
0	0.9340145000023767	stim	26		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.515217199979816	0.033281899988651276
0	0.967296399991028	stim	27		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.548499099968467	0.03309009998338297
0	1.000386499974411	stim	28		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.58158919995185	0.033301400020718575
0	1.0336878999951296	stim	29		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.6148905999725685	0.03386050002882257
0	1.0675484000239521	stim	30		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.648751100001391	0.03268699999898672
0	1.1002354000229388	stim	31		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.681438100000378	0.03360739996423945
0	1.1338427999871783	stim	32		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.715045499964617	0.03396259999135509
0	1.1678053999785334	stim	33		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.749008099955972	0.033226000028662384
0	1.2010314000071958	stim	34		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.782234099984635	0.03345759998774156
0	1.2344889999949373	stim	35		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.815691699972376	0.033959300024434924
0	1.2684483000193723	stim	36		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.849650999996811	0.033364899980369955
0	1.3018131999997422	stim	37		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.883015899977181	0.03317640000022948
0	1.3349895999999717	stim	38		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.916192299977411	0.03286209999350831
0	1.36785169999348	stim	39		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.949054399970919	0.034317700017709285
0	1.4021694000111893	stim	40		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		6.983372099988628	0.04933730000630021
0	1.4515067000174895	stim	41		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		7.032709399994928	0.03368319995934144
0	1.485189899976831	stim	42		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		7.06639259995427	0.03358320001279935
0	1.5187730999896303	stim	43		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		7.099975799967069	0.0333661999902688
0	1.552139299979899	stim	44		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	3600.0	0.0		7.133341999957338	0.033244799997191876
