trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	block_ID	response_hand	phase_length	last_frame	key_duration	onset_abs	duration
0	0.014732100011315197	stim	0		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.446534099988639	3.2060053999884985
0	3.2207374999998137	ambiguous_practice	0	space	1	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0	0.1318394999834709	8.652539499977138	-3.139089000003878
0	0.08164849999593571	stim	1		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.51345049997326	0.035652799997478724
0	0.11730129999341443	stim	2		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.549103299970739	0.032902900013141334
0	0.15020420000655577	stim	3		0	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.58200619998388	3.997272599954158
0	4.147476799960714	ambiguous_practice	3	space	2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0	0.15840230003232136	9.579278799938038	-3.9489328999770805
0	0.1985438999836333	stim	4		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.6303458999609575	0.0350670000188984
0	0.2336109000025317	stim	5		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.665412899979856	0.033424400025978684
0	0.2670353000285104	stim	6		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.6988373000058345	0.032610700000077486
0	0.2996460000285879	stim	7		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.731448000005912	0.03323199995793402
0	0.3328779999865219	stim	8		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.764679999963846	0.03401310002664104
0	0.36689110001316294	stim	9		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.798693099990487	0.03355809999629855
0	0.4004492000094615	stim	10		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.832251199986786	0.032639099983498454
0	0.43308829999295995	stim	11		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.864890299970284	0.03392100002383813
0	0.4670093000167981	stim	12		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.898811299994122	0.033308700018096715
0	0.5003180000348948	stim	13		2	ambiguous_practice	ambiguous_practice	0.0	preferred_right	300.0	0.0		5.932120000012219	0.03262019995599985
