trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	response_hand	phase_length	last_frame	key_duration	onset_abs	duration
0	0.03489449992775917	stim	0		0	break	break	preferred	1.0	0.0		4.375125899910927	2.781907399999909
0	2.8168018999276683	break	0	space	0	break	break	preferred	1.0	0.0	0.11084069998469204	7.157033299910836	0.29308520001359284
0	3.109887099941261	break	0	space	599	break	break	preferred	1.0	0.0	0.09508960007224232	7.450118499924429	7.042953000054695
1	10.152840099995956	stim	0		2	unambiguous	right	preferred	70.0	0.0		14.493071499979123	0.03356130002066493
1	10.18640140001662	stim	1		2	unambiguous	right	preferred	70.0	0.0		14.526632799999788	0.03310040000360459
1	10.219501800020225	stim	2		2	unambiguous	right	preferred	70.0	0.0		14.559733200003393	0.033784199971705675
1	10.253285999991931	stim	3		2	unambiguous	right	preferred	70.0	0.0		14.593517399975099	0.0330054999794811
1	10.286291499971412	stim	4		2	unambiguous	right	preferred	70.0	0.0		14.62652289995458	0.033434699987992644
1	10.319726199959405	stim	5		2	unambiguous	right	preferred	70.0	0.0		14.659957599942572	0.033280599978752434
1	10.353006799938157	stim	6		2	unambiguous	right	preferred	70.0	0.0		14.693238199921325	0.03329050005413592
1	10.386297299992293	stim	7		2	unambiguous	right	preferred	70.0	0.0		14.72652869997546	0.03328400000464171
1	10.419581299996935	stim	8		2	unambiguous	right	preferred	70.0	0.0		14.759812699980102	0.03374179999809712
1	10.453323099995032	stim	9		2	unambiguous	right	preferred	70.0	0.0		14.7935544999782	0.03329629998188466
1	10.486619399976917	stim	10		2	unambiguous	right	preferred	70.0	0.0		14.826850799960084	0.03319530002772808
1	10.519814700004645	stim	11		2	unambiguous	right	preferred	70.0	0.0		14.860046099987812	0.03347419993951917
1	10.553288899944164	stim	12		2	unambiguous	right	preferred	70.0	0.0		14.893520299927332	0.033313099993392825
1	10.586601999937557	stim	13		2	unambiguous	right	preferred	70.0	0.0		14.926833399920724	0.03327540005557239
1	10.619877399993129	stim	14		2	unambiguous	right	preferred	70.0	0.0		14.960108799976297	0.033588799997232854
1	10.653466199990362	stim	15		2	unambiguous	right	preferred	70.0	0.0		14.99369759997353	0.03377159999217838
1	10.68723779998254	stim	16		2	unambiguous	right	preferred	70.0	0.0		15.027469199965708	0.032751700025983155
1	10.719989500008523	stim	17		2	unambiguous	right	preferred	70.0	0.0		15.060220899991691	0.033465899992734194
1	10.753455400001258	stim	18		2	unambiguous	right	preferred	70.0	0.0		15.093686799984425	0.033232899964787066
1	10.786688299966045	stim	19		2	unambiguous	right	preferred	70.0	0.0		15.126919699949212	0.03357470000628382
1	10.820262999972329	stim	20		2	unambiguous	right	preferred	70.0	0.0		15.160494399955496	0.033243400044739246
1	10.853506400017068	stim	21		2	unambiguous	right	preferred	70.0	0.0		15.193737800000235	0.033870199928060174
1	10.887376599945128	stim	22		2	unambiguous	right	preferred	70.0	0.0		15.227607999928296	0.03298850008286536
1	10.920365100027993	stim	23		2	unambiguous	right	preferred	70.0	0.0		15.260596500011161	0.033210599911399186
1	10.953575699939393	stim	24		2	unambiguous	right	preferred	70.0	0.0		15.29380709992256	0.03338560007978231
1	10.986961300019175	stim	25		2	unambiguous	right	preferred	70.0	0.0		15.327192700002342	0.0332902999361977
1	11.020251599955373	stim	26		2	unambiguous	right	preferred	70.0	0.0		15.36048299993854	0.03329300007317215
1	11.053544600028545	stim	27		2	unambiguous	right	preferred	70.0	0.0		15.393776000011712	0.0345507999882102
1	11.088095400016755	stim	28		2	unambiguous	right	preferred	70.0	0.0		15.428326799999923	0.033181299921125174
1	11.12127669993788	stim	29		2	unambiguous	right	preferred	70.0	0.0		15.461508099921048	0.03334349999204278
1	11.154620199929923	stim	30		2	unambiguous	right	preferred	70.0	0.0		15.49485159991309	0.033534100046381354
1	11.188154299976304	stim	31		2	unambiguous	right	preferred	70.0	0.0		15.528385699959472	0.033705799956806004
1	11.22186009993311	stim	32		2	unambiguous	right	preferred	70.0	0.0		15.562091499916278	0.03322040010243654
1	11.255080500035547	stim	33		2	unambiguous	right	preferred	70.0	0.0		15.595311900018714	0.03391389991156757
1	11.288994399947114	stim	34		2	unambiguous	right	preferred	70.0	0.0		15.629225799930282	0.033092300058342516
1	11.322086700005457	stim	35		2	unambiguous	right	preferred	70.0	0.0		15.662318099988624	0.03332409996073693
1	11.355410799966194	stim	36		2	unambiguous	right	preferred	70.0	0.0		15.695642199949361	0.03330160002224147
1	11.388712399988435	stim	37		2	unambiguous	right	preferred	70.0	0.0		15.728943799971603	0.03334640001412481
1	11.42205880000256	stim	38		2	unambiguous	right	preferred	70.0	0.0		15.762290199985728	0.033293999964371324
1	11.455352799966931	stim	39		2	unambiguous	right	preferred	70.0	0.0		15.795584199950099	0.03353800007607788
1	11.48889080004301	stim	40		2	unambiguous	right	preferred	70.0	0.0		15.829122200026177	0.0338112999452278
1	11.522702099988237	stim	41		2	unambiguous	right	preferred	70.0	0.0		15.862933499971405	0.03294669999741018
1	11.555648799985647	stim	42		2	unambiguous	right	preferred	70.0	0.0		15.895880199968815	0.033261299948208034
1	11.588910099933855	stim	43		2	unambiguous	right	preferred	70.0	0.0		15.929141499917023	0.03337730001658201
1	11.622287399950437	stim	44		2	unambiguous	right	preferred	70.0	0.0		15.962518799933605	0.03332719998434186
1	11.655614599934779	stim	45		2	unambiguous	right	preferred	70.0	0.0		15.995845999917947	0.03342520003207028
1	11.68903979996685	stim	46		2	unambiguous	right	preferred	70.0	0.0		16.029271199950017	0.03391870006453246
1	11.722958500031382	stim	47		2	unambiguous	right	preferred	70.0	0.0		16.06318990001455	0.03288819990120828
1	11.75584669993259	stim	48		2	unambiguous	right	preferred	70.0	0.0		16.096078099915758	0.03365600004326552
1	11.789502699975856	stim	49		2	unambiguous	right	preferred	70.0	0.0		16.129734099959023	0.03389810002408922
1	11.823400799999945	stim	50		2	unambiguous	right	preferred	70.0	0.0		16.163632199983113	0.03348590002860874
1	11.856886700028554	stim	51		2	unambiguous	right	preferred	70.0	0.0		16.19711810001172	0.033154499949887395
1	11.890041199978441	stim	52		2	unambiguous	right	preferred	70.0	0.0		16.23027259996161	0.03391410002950579
1	11.923955300007947	stim	53		2	unambiguous	right	preferred	70.0	0.0		16.264186699991114	0.034219900029711425
1	11.958175200037658	stim	54		2	unambiguous	right	preferred	70.0	0.0		16.298406600020826	0.03214149991981685
1	11.990316699957475	stim	55		2	unambiguous	right	preferred	70.0	0.0		16.330548099940643	0.033264399971812963
1	12.023581099929288	stim	56		2	unambiguous	right	preferred	70.0	0.0		16.363812499912456	0.03321760008111596
1	12.056798700010404	stim	57		2	unambiguous	right	preferred	70.0	0.0		16.39703009999357	0.03318619995843619
1	12.08998489996884	stim	58		2	unambiguous	right	preferred	70.0	0.0		16.430216299952008	0.0336901000700891
1	12.12367500003893	stim	59		2	unambiguous	right	preferred	70.0	0.0		16.463906400022097	0.0334577999310568
1	12.157132799969986	stim	60		2	unambiguous	right	preferred	70.0	0.0		16.497364199953154	0.03324749995954335
1	12.19038029992953	stim	61		2	unambiguous	right	preferred	70.0	0.0		16.530611699912697	0.03348860004916787
1	12.223868899978697	stim	62		2	unambiguous	right	preferred	70.0	0.0		16.564100299961865	0.03369129996281117
1	12.257560199941508	stim	63		2	unambiguous	right	preferred	70.0	0.0		16.597791599924676	0.033485100022517145
1	12.291045299964026	stim	64		2	unambiguous	right	preferred	70.0	0.0		16.631276699947193	0.034061299986205995
1	12.325106599950232	stim	65		2	unambiguous	right	preferred	70.0	0.0		16.6653379999334	0.036953500006347895
1	12.36206009995658	stim	66		2	unambiguous	right	preferred	70.0	0.0		16.702291499939747	0.03325350000523031
1	12.39531359996181	stim	67		2	unambiguous	right	preferred	70.0	0.0		16.735544999944977	0.03324160003103316
1	12.428555199992843	stim	68		2	unambiguous	right	preferred	70.0	0.0		16.76878659997601	0.03334079997148365
1	12.461895999964327	stim	69		2	unambiguous	right	preferred	70.0	0.0		16.802127399947494	0.033531200024299324
2	12.495427199988626	stim	0		2	unambiguous	left	preferred	69.0	70.0		16.835658599971794	0.03372459998354316
2	12.529151799972169	stim	1		2	unambiguous	left	preferred	69.0	70.0		16.869383199955337	0.03324879996944219
2	12.562400599941611	stim	2		2	unambiguous	left	preferred	69.0	70.0		16.90263199992478	0.0332240000134334
2	12.595624599955045	stim	3		2	unambiguous	left	preferred	69.0	70.0		16.935855999938212	0.033348600030876696
2	12.628973199985921	stim	4		2	unambiguous	left	preferred	69.0	70.0		16.96920459996909	0.033255300018936396
2	12.662228500004858	stim	5		2	unambiguous	left	preferred	69.0	70.0		17.002459899988025	0.03348109999205917
2	12.695709599996917	stim	6		2	unambiguous	left	preferred	69.0	70.0		17.035940999980085	0.033413799945265055
2	12.729123399942182	stim	7		2	unambiguous	left	preferred	69.0	70.0		17.06935479992535	0.03388990007806569
2	12.763013300020248	stim	8		2	unambiguous	left	preferred	69.0	70.0		17.103244700003415	0.03261839994229376
2	12.795631699962541	stim	9		2	unambiguous	left	preferred	69.0	70.0		17.13586309994571	0.03225140005815774
2	12.8278831000207	stim	10		2	unambiguous	left	preferred	69.0	70.0		17.168114500003867	0.03442339994944632
2	12.862306499970146	stim	11		2	unambiguous	left	preferred	69.0	70.0		17.202537899953313	0.03322850004769862
2	12.895535000017844	stim	12		2	unambiguous	left	preferred	69.0	70.0		17.235766400001012	0.033787399996072054
2	12.929322400013916	stim	13		2	unambiguous	left	preferred	69.0	70.0		17.269553799997084	0.03300229995511472
2	12.962324699969031	stim	14		2	unambiguous	left	preferred	69.0	70.0		17.3025560999522	0.03496439999435097
2	12.997289099963382	stim	15		2	unambiguous	left	preferred	69.0	70.0		17.33752049994655	0.031627100077457726
2	13.02891620004084	stim	16		2	unambiguous	left	preferred	69.0	70.0		17.369147600024007	0.033659599954262376
2	13.062575799995102	stim	17		2	unambiguous	left	preferred	69.0	70.0		17.40280719997827	0.049637499963864684
2	13.112213299958967	stim	18		2	unambiguous	left	preferred	69.0	70.0		17.452444699942134	0.032247900031507015
2	13.144461199990474	stim	19		2	unambiguous	left	preferred	69.0	70.0		17.48469259997364	0.05159129993990064
2	13.196052499930374	stim	20		2	unambiguous	left	preferred	69.0	70.0		17.536283899913542	0.04956140008289367
2	13.245613900013268	stim	21		2	unambiguous	left	preferred	69.0	70.0		17.585845299996436	0.03325049998238683
2	13.278864399995655	stim	22		2	unambiguous	left	preferred	69.0	70.0		17.619095799978822	0.033326599979773164
2	13.312190999975428	stim	23		2	unambiguous	left	preferred	69.0	70.0		17.652422399958596	0.03356809995602816
2	13.345759099931456	stim	24		2	unambiguous	left	preferred	69.0	70.0		17.685990499914624	0.033393100020475686
2	13.379152199951932	stim	25		2	unambiguous	left	preferred	69.0	70.0		17.7193835999351	0.03350969997700304
2	13.412661899928935	stim	26		2	unambiguous	left	preferred	69.0	70.0		17.752893299912103	0.032354700029827654
2	13.445016599958763	stim	27		2	unambiguous	left	preferred	69.0	70.0		17.78524799994193	0.03422200004570186
2	13.479238600004464	stim	28		2	unambiguous	left	preferred	69.0	70.0		17.819469999987632	0.03290610003750771
