trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	response_hand	phase_length	last_frame	key_duration	onset_abs	duration
0	0.02034110005479306	stim	0		0	break	break	preferred	1.0	0.0		4.285993700032122	2.8195371999172494
0	2.8398782999720424	break	0	space	0	break	break	preferred	1.0	0.0	0.06869129999540746	7.105530899949372	0.25450629997067153
0	3.094384599942714	break	0	space	599	break	break	preferred	1.0	0.0	0.10654309997335076	7.360037199920043	7.0277344001224265
1	10.12211900006514	stim	0		2	unambiguous	right	preferred	70.0	0.0		14.38777160004247	0.03331949992571026
1	10.15543849999085	stim	1		2	unambiguous	right	preferred	70.0	0.0		14.42109109996818	0.03469620004761964
1	10.19013470003847	stim	2		2	unambiguous	right	preferred	70.0	0.0		14.4557873000158	0.03324100002646446
1	10.223375700064935	stim	3		2	unambiguous	right	preferred	70.0	0.0		14.489028300042264	0.032942799967713654
1	10.256318500032648	stim	4		2	unambiguous	right	preferred	70.0	0.0		14.521971100009978	0.03339969995431602
1	10.289718199986964	stim	5		2	unambiguous	right	preferred	70.0	0.0		14.555370799964294	0.032082000048831105
1	10.321800200035796	stim	6		2	unambiguous	right	preferred	70.0	0.0		14.587452800013125	0.03371969994623214
1	10.355519899982028	stim	7		2	unambiguous	right	preferred	70.0	0.0		14.621172499959357	0.03323679999448359
1	10.388756699976511	stim	8		2	unambiguous	right	preferred	70.0	0.0		14.65440929995384	0.03415250009857118
1	10.422909200075082	stim	9		2	unambiguous	right	preferred	70.0	0.0		14.688561800052412	0.0333953999215737
1	10.456304599996656	stim	10		2	unambiguous	right	preferred	70.0	0.0		14.721957199973986	0.033399300067685544
1	10.489703900064342	stim	11		2	unambiguous	right	preferred	70.0	0.0		14.755356500041671	0.03328889992553741
1	10.52299279998988	stim	12		2	unambiguous	right	preferred	70.0	0.0		14.788645399967209	0.03224079997744411
1	10.555233599967323	stim	13		2	unambiguous	right	preferred	70.0	0.0		14.820886199944653	0.050295700086280704
1	10.605529300053604	stim	14		2	unambiguous	right	preferred	70.0	0.0		14.871181900030933	0.03431479993741959
1	10.639844099991024	stim	15		2	unambiguous	right	preferred	70.0	0.0		14.905496699968353	0.03334229998290539
1	10.673186399973929	stim	16		2	unambiguous	right	preferred	70.0	0.0		14.938838999951258	0.03337560000363737
1	10.706561999977566	stim	17		2	unambiguous	right	preferred	70.0	0.0		14.972214599954896	0.03347430005669594
1	10.740036300034262	stim	18		2	unambiguous	right	preferred	70.0	0.0		15.005688900011592	0.032044799998402596
1	10.772081100032665	stim	19		2	unambiguous	right	preferred	70.0	0.0		15.037733700009994	0.03376609995029867
1	10.805847199982964	stim	20		2	unambiguous	right	preferred	70.0	0.0		15.071499799960293	0.033987500006332994
1	10.839834699989296	stim	21		2	unambiguous	right	preferred	70.0	0.0		15.105487299966626	0.03339510003570467
1	10.873229800025001	stim	22		2	unambiguous	right	preferred	70.0	0.0		15.13888240000233	0.033229899941943586
1	10.906459699966945	stim	23		2	unambiguous	right	preferred	70.0	0.0		15.172112299944274	0.0334177000913769
1	10.939877400058322	stim	24		2	unambiguous	right	preferred	70.0	0.0		15.205530000035651	0.03197289991658181
1	10.971850299974903	stim	25		2	unambiguous	right	preferred	70.0	0.0		15.237502899952233	0.03385890007484704
1	11.00570920004975	stim	26		2	unambiguous	right	preferred	70.0	0.0		15.27136180002708	0.033359199995175004
1	11.039068400044926	stim	27		2	unambiguous	right	preferred	70.0	0.0		15.304721000022255	0.034043499967083335
1	11.073111900012009	stim	28		2	unambiguous	right	preferred	70.0	0.0		15.338764499989338	0.03348720003850758
1	11.106599100050516	stim	29		2	unambiguous	right	preferred	70.0	0.0		15.372251700027846	0.03335679997690022
1	11.139955900027417	stim	30		2	unambiguous	right	preferred	70.0	0.0		15.405608500004746	0.049111500033177435
1	11.189067400060594	stim	31		2	unambiguous	right	preferred	70.0	0.0		15.454720000037923	0.03442919999361038
1	11.223496600054204	stim	32		2	unambiguous	right	preferred	70.0	0.0		15.489149200031534	0.03219629998784512
1	11.25569290004205	stim	33		2	unambiguous	right	preferred	70.0	0.0		15.521345500019379	0.03402489994186908
1	11.289717799983919	stim	34		2	unambiguous	right	preferred	70.0	0.0		15.555370399961248	0.033414000063203275
1	11.323131800047122	stim	35		2	unambiguous	right	preferred	70.0	0.0		15.588784400024451	0.033363700029440224
1	11.356495500076562	stim	36		2	unambiguous	right	preferred	70.0	0.0		15.622148100053892	0.03284010000061244
1	11.389335600077175	stim	37		2	unambiguous	right	preferred	70.0	0.0		15.654988200054504	0.03372819989454001
1	11.423063799971715	stim	38		2	unambiguous	right	preferred	70.0	0.0		15.688716399949044	0.03305720002390444
1	11.456120999995619	stim	39		2	unambiguous	right	preferred	70.0	0.0		15.721773599972948	0.03387450007721782
1	11.489995500072837	stim	40		2	unambiguous	right	preferred	70.0	0.0		15.755648100050166	0.03332229994703084
1	11.523317800019868	stim	41		2	unambiguous	right	preferred	70.0	0.0		15.788970399997197	0.033558900002390146
1	11.556876700022258	stim	42		2	unambiguous	right	preferred	70.0	0.0		15.822529299999587	0.03390979999676347
1	11.590786500019021	stim	43		2	unambiguous	right	preferred	70.0	0.0		15.85643909999635	0.03471399995032698
1	11.625500499969348	stim	44		2	unambiguous	right	preferred	70.0	0.0		15.891153099946678	0.03217040002346039
1	11.657670899992809	stim	45		2	unambiguous	right	preferred	70.0	0.0		15.923323499970138	0.033445100067183375
1	11.691116000059992	stim	46		2	unambiguous	right	preferred	70.0	0.0		15.956768600037321	0.03341299993917346
1	11.724528999999166	stim	47		2	unambiguous	right	preferred	70.0	0.0		15.990181599976495	0.03335799998603761
1	11.757886999985203	stim	48		2	unambiguous	right	preferred	70.0	0.0		16.023539599962533	0.033520600060001016
1	11.791407600045204	stim	49		2	unambiguous	right	preferred	70.0	0.0		16.057060200022534	0.03381489997263998
1	11.825222500017844	stim	50		2	unambiguous	right	preferred	70.0	0.0		16.090875099995174	0.033165100030601025
1	11.858387600048445	stim	51		2	unambiguous	right	preferred	70.0	0.0		16.124040200025775	0.03332579997368157
1	11.891713400022127	stim	52		2	unambiguous	right	preferred	70.0	0.0		16.157365999999456	0.033241900033317506
1	11.924955300055444	stim	53		2	unambiguous	right	preferred	70.0	0.0		16.190607900032774	0.03342370002064854
1	11.958379000076093	stim	54		2	unambiguous	right	preferred	70.0	0.0		16.224031600053422	0.03333729994483292
1	11.991716300020926	stim	55		2	unambiguous	right	preferred	70.0	0.0		16.257368899998255	0.034153399989008904
1	12.025869700009935	stim	56		2	unambiguous	right	preferred	70.0	0.0		16.291522299987264	0.03302019997499883
1	12.058889899984933	stim	57		2	unambiguous	right	preferred	70.0	0.0		16.324542499962263	0.03335360006894916
1	12.092243500053883	stim	58		2	unambiguous	right	preferred	70.0	0.0		16.357896100031212	0.03354669990949333
1	12.125790199963376	stim	59		2	unambiguous	right	preferred	70.0	0.0		16.391442799940705	0.03331150009762496
1	12.159101700061	stim	60		2	unambiguous	right	preferred	70.0	0.0		16.42475430003833	0.03372770000714809
1	12.192829400068149	stim	61		2	unambiguous	right	preferred	70.0	0.0		16.45848200004548	0.03357029997278005
1	12.226399700040929	stim	62		2	unambiguous	right	preferred	70.0	0.0		16.49205230001826	0.03366910002660006
1	12.260068800067529	stim	63		2	unambiguous	right	preferred	70.0	0.0		16.52572140004486	0.03303069993853569
1	12.293099500006065	stim	64		2	unambiguous	right	preferred	70.0	0.0		16.558752099983394	0.03365820006001741
1	12.326757700066082	stim	65		2	unambiguous	right	preferred	70.0	0.0		16.59241030004341	0.03333559993188828
1	12.36009329999797	stim	66		2	unambiguous	right	preferred	70.0	0.0		16.6257458999753	0.03365670004859567
1	12.393750000046566	stim	67		2	unambiguous	right	preferred	70.0	0.0		16.659402600023896	0.03317890001926571
1	12.426928900065832	stim	68		2	unambiguous	right	preferred	70.0	0.0		16.69258150004316	0.03391569992527366
1	12.460844599991105	stim	69		2	unambiguous	right	preferred	70.0	0.0		16.726497199968435	0.03291150007862598
2	12.493756100069731	stim	0		2	unambiguous	left	preferred	68.0	70.0		16.75940870004706	0.033489199937321246
2	12.527245300007053	stim	1		2	unambiguous	left	preferred	68.0	70.0		16.792897899984382	0.033273100038059056
2	12.560518400045112	stim	2		2	unambiguous	left	preferred	68.0	70.0		16.82617100002244	0.033430099952965975
2	12.593948499998078	stim	3		2	unambiguous	left	preferred	68.0	70.0		16.859601099975407	0.03333280002698302
2	12.62728130002506	stim	4		2	unambiguous	left	preferred	68.0	70.0		16.89293390000239	0.034098600037395954
2	12.661379900062457	stim	5		2	unambiguous	left	preferred	68.0	70.0		16.927032500039786	0.03268109995406121
2	12.694061000016518	stim	6		2	unambiguous	left	preferred	68.0	70.0		16.959713599993847	0.03368009999394417
