trial_nr	onset	event_type	phase	response	nr_frames	block_type	trial_type	block_ID	response_hand	phase_length	last_frame	reaction_time	key_duration	offset_delay	onset_delay_timing	offset_delay_timing	button_response	onset_abs	duration
11	25.374464399996214	stim	211		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							34.99449369998183	0.06708910001907498
11	25.44155350001529	stim	212		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.061582800000906	0.06660409993492067
11	25.50815759995021	stim	213		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.12818689993583	0.06662599998526275
11	25.574783599935472	stim	214		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.19481289992109	0.0669458000920713
11	25.641729400027543	stim	215		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.26175870001316	0.06695059989579022
11	25.708679999923334	stim	216		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.32870929990895	0.06633729999884963
11	25.775017299922183	stim	217		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.3950465999078	0.06681109999772161
11	25.841828399919905	stim	218		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.46185769990552	0.06674750009551644
11	25.90857590001542	stim	219		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.52860520000104	0.06681439990643412
11	25.975390299921855	stim	220		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.59541959990747	0.06666850007604808
11	26.042058799997903	stim	221		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.66208809998352	0.06726979999803007
11	26.109328599995933	stim	222		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.72935789998155	0.06654309993609786
11	26.17587169993203	stim	223		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.79590099991765	0.06664199999067932
11	26.24251369992271	stim	224		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.86254299990833	0.06671600008849055
11	26.3092297000112	stim	225		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.92925899999682	0.06694769999012351
11	26.376177400001325	stim	226		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							35.99620669998694	0.06685489998199046
11	26.443032299983315	stim	227		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.06306159996893	0.06670560000929981
11	26.509737899992615	stim	228		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.12976719997823	0.06705630000215024
11	26.576794199994765	stim	229		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.19682349998038	0.06684049998875707
11	26.643634699983522	stim	230		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.26366399996914	0.06714900000952184
11	26.710783699993044	stim	231		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.33081299997866	0.06657389993779361
11	26.777357599930838	stim	232		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.397386899916455	0.06673690001480281
11	26.84409449994564	stim	233		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.46412379993126	0.0670424000127241
11	26.911136899958365	stim	234		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.53116619994398	0.06691539997700602
11	26.97805229993537	stim	235		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.59808159992099	0.06668070005252957
11	27.0447329999879	stim	236		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.66476229997352	0.06670149997808039
11	27.11143449996598	stim	237		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.7314637999516	0.06947710004169494
11	27.180911600007676	stim	238		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.80094089999329	0.0667198000010103
11	27.247631400008686	stim	239		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.8676606999943	0.0667630999814719
11	27.314394499990158	stim	240		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							36.934423799975775	0.06663210003171116
11	27.38102660002187	stim	241		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.001055900007486	0.06655649992171675
11	27.447583099943586	stim	242		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.0676123999292	0.0666834000730887
11	27.514266500016674	stim	243		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.13429580000229	0.067096299957484
11	27.58136279997416	stim	244		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.201392099959776	0.06737970001995564
11	27.648742499994114	stim	245		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.26877179997973	0.06793939997442067
11	27.716681899968535	stim	246		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.33671119995415	0.06719560001511127
11	27.783877499983646	stim	247		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.40390679996926	0.06666320003569126
11	27.850540700019337	stim	248		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.470570000004955	0.06675879994872957
11	27.917299499968067	stim	249		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.537328799953684	0.0669612999772653
11	27.984260799945332	stim	250		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.60429009993095	0.06728580000344664
11	28.05154659994878	stim	251		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.671575899934396	0.06698630005121231
11	28.11853289999999	stim	252		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.73856219998561	0.06704210001043975
11	28.18557500001043	stim	253		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.80560429999605	0.06737149995751679
11	28.252946499967948	stim	254		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.872975799953565	0.06703320005908608
11	28.319979700027034	stim	255		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							37.94000900001265	0.06726269994396716
11	28.387242399971	stim	256		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.00727169995662	0.08347710000816733
11	28.470719499979168	stim	257		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.090748799964786	0.083412199979648
11	28.554131699958816	stim	258		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.174160999944434	0.06675610004458576
11	28.620887800003402	stim	259		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.24091709998902	0.08331170002929866
11	28.7041995000327	stim	260		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.32422880001832	0.06687309988774359
11	28.771072599920444	stim	261		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.39110189990606	0.06668990000616759
11	28.837762499926612	stim	262		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.45779179991223	0.06655430002138019
11	28.904316799947992	stim	263		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.52434609993361	0.06690860004164279
11	28.971225399989635	stim	264		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.59125469997525	0.06751920003443956
11	29.038744600024074	stim	265		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.65877390000969	0.06736699992325157
11	29.106111599947326	stim	266		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.72614089993294	0.06668030004948378
11	29.17279189999681	stim	267		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.79282119998243	0.06648819998372346
11	29.239280099980533	stim	268		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.85930939996615	0.06716560001950711
11	29.30644570000004	stim	269		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							38.92647499998566	0.08340130001306534
11	29.389847000013106	stim	270		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.00987629999872	0.08333689998835325
11	29.47318390000146	stim	271		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.093213199987076	0.06689190003089607
11	29.540075800032355	stim	272		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.16010510001797	0.08380349993240088
11	29.623879299964756	stim	273		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.24390859995037	0.06691230006981641
11	29.690791600034572	stim	274		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.31082090002019	0.08269589999690652
11	29.77348750003148	stim	275		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.393516800017096	0.06666729995049536
11	29.840154799981974	stim	276		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.46018409996759	0.06665880000218749
11	29.90681359998416	stim	277		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.52684289996978	0.06676890002563596
11	29.973582500009798	stim	278		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.593611799995415	0.06707420002203435
11	30.040656700031832	stim	279		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.66068600001745	0.067190199973993
11	30.107846900005825	stim	280		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.72787619999144	0.06685059994924814
11	30.174697499955073	stim	281		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.79472679994069	0.06681660003960133
11	30.241514099994674	stim	282		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.86154339998029	0.06651099992450327
11	30.308025099919178	stim	283		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.928054399904795	0.06708890001755208
11	30.37511399993673	stim	284		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							39.99514329992235	0.06686080002691597
11	30.441974799963646	stim	285		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.06200409994926	0.06702379998750985
11	30.508998599951155	stim	286		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.12902789993677	0.06712949997745454
11	30.57612809992861	stim	287		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.19615739991423	0.06672400003299117
11	30.6428520999616	stim	288		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.26288139994722	0.06677120004314929
11	30.70962330000475	stim	289		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.32965259999037	0.0665870999218896
11	30.77621039992664	stim	290		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.39623969991226	0.06657590006943792
11	30.842786299996078	stim	291		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.462815599981695	0.06673209997825325
11	30.90951839997433	stim	292		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.52954769995995	0.06686160003300756
11	30.97638000000734	stim	293		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.596409299992956	0.06688259996008128
11	31.04326259996742	stim	294		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.66329189995304	0.06657789996825159
11	31.10984049993567	stim	295		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.72986979992129	0.06670419999863952
11	31.17654469993431	stim	296		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.79657399991993	0.06694360007531941
11	31.24348830000963	stim	297		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.86351759999525	0.06678849994204938
11	31.31027679995168	stim	298		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.9303060999373	0.06705289997626096
11	31.37732969992794	stim	299		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							40.99735899991356	0.06678800005465746
11	31.4441176999826	stim	300		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.064146999968216	0.0667826000135392
11	31.510900299996138	stim	301		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.130929599981755	0.0665523000061512
11	31.57745260000229	stim	302		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.197481899987906	0.06661560002248734
11	31.644068200024776	stim	303		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.264097500010394	0.06665579997934401
11	31.71072400000412	stim	304		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.33075329998974	0.06680789997335523
11	31.777531899977475	stim	305		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.39756119996309	0.06673269998282194
11	31.844264599960297	stim	306		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.464293899945915	0.06666560005396605
11	31.910930200014263	stim	307		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.53095949999988	0.06666629994288087
11	31.977596499957144	stim	308		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.59762579994276	0.07018929999321699
11	32.04778579995036	stim	309		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.66781509993598	0.06659429997671396
11	32.114380099927075	stim	310		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.73440939991269	0.067416200065054
11	32.18179629999213	stim	311		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.80182559997775	0.0823956000385806
11	32.26419190003071	stim	312		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.88422120001633	0.06664259999524802
11	32.33083450002596	stim	313		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							41.950863800011575	0.06771019997540861
11	32.398544700001366	stim	314		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.018573999986984	0.06751630001235753
11	32.466061000013724	stim	315		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.08609029999934	0.06716450001113117
11	32.533225500024855	stim	316		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.15325480001047	0.06693369999993593
11	32.60015920002479	stim	317		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.22018850001041	0.06684339989442378
11	32.667002599919215	stim	318		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.28703189990483	0.06700940011069179
11	32.73401200002991	stim	319		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.354041300015524	0.0666624999139458
11	32.80067449994385	stim	320		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.42070379992947	0.06704650004394352
11	32.867720999987796	stim	321		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.48775029997341	0.06680819997563958
11	32.934529199963436	stim	322		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.55455849994905	0.08327990001998842
11	33.017809099983424	stim	323		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.63783839996904	0.06688449997454882
11	33.08469359995797	stim	324		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.70472289994359	0.08320230001118034
11	33.16789589996915	stim	325		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.78792519995477	0.06668429996352643
11	33.23458019993268	stim	326		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.8546094999183	0.08354620006866753
11	33.31812640000135	stim	327		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							42.938155699986964	0.06671709998045117
11	33.3848434999818	stim	328		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.004872799967416	0.06664179998915642
11	33.451485299970955	stim	329		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.07151459995657	0.06697769998572767
11	33.51846299995668	stim	330		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.1384922999423	0.06654270004946738
11	33.58500570000615	stim	331		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.20503499999177	0.0670039999531582
11	33.65200969995931	stim	332		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.272038999944925	0.06675990007352084
11	33.71876960003283	stim	333		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.338798900018446	0.0831196999642998
11	33.80188929999713	stim	334		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.421918599982746	0.08351939998101443
11	33.88540869997814	stim	335		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.50543799996376	0.06659740000031888
11	33.95200609997846	stim	336		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.57203539996408	0.06707560003269464
11	34.01908170001116	stim	337		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.639110999996774	0.06703059992287308
11	34.08611229993403	stim	338		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.70614159991965	0.0671239000512287
11	34.15323619998526	stim	339		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.773265499970876	0.06778859999030828
11	34.22102479997557	stim	340		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.841054099961184	0.06695110001601279
11	34.28797589999158	stim	341		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.9080051999772	0.06736069999169558
11	34.355336599983275	stim	342		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							43.97536589996889	0.06718569993972778
11	34.422522299923	stim	343		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.04255159990862	0.06663890008348972
11	34.48916120000649	stim	344		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.10919049999211	0.06711159995757043
11	34.55627279996406	stim	345		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.17630209994968	0.06664940004702657
11	34.62292220001109	stim	346		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.24295149999671	0.06672080000862479
11	34.689643000019714	stim	347		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.30967230000533	0.06712299992796034
11	34.756765999947675	stim	348		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.37679529993329	0.06677989999298006
11	34.823545899940655	stim	349		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.44357519992627	0.0668563999934122
11	34.89040229993407	stim	350		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.510431599919684	0.06669650005642325
11	34.95709879999049	stim	351		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.57712809997611	0.06664380000438541
11	35.023742599994875	stim	352		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.64377189998049	0.06669360003434122
11	35.09043620002922	stim	353		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.710465500014834	0.06714929989539087
11	35.15758549992461	stim	354		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.777614799910225	0.06655160000082105
11	35.22413709992543	stim	355		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.844166399911046	0.06649100000504404
11	35.29062809993047	stim	356		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.91065739991609	0.06700690009165555
11	35.35763500002213	stim	357		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							44.977664300007746	0.06631189992185682
11	35.423946899943985	stim	358		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.0439761999296	0.06669130001682788
11	35.49063819996081	stim	359		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.11066749994643	0.0667319999774918
11	35.557370199938305	stim	360		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.17739949992392	0.06678210000973195
11	35.62415229994804	stim	361		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.244181599933654	0.06665340007748455
11	35.69080570002552	stim	362		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.31083500001114	0.06696119997650385
11	35.757766900002025	stim	363		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.37779619998764	0.06702620000578463
11	35.82479310000781	stim	364		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.44482239999343	0.06713580002542585
11	35.891928900033236	stim	365		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.51195820001885	0.06697769998572767
11	35.95890660001896	stim	366		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.57893590000458	0.06657469994388521
11	36.02548129996285	stim	367		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.645510599948466	0.06712140003219247
11	36.09260269999504	stim	368		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.71263199998066	0.0667187999933958
11	36.15932149998844	stim	369		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.779350799974054	0.06669380003586411
11	36.2260153000243	stim	370		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.84604460000992	0.06663959997240454
11	36.292654899996705	stim	371		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.91268419998232	0.06662830000277609
11	36.35928319999948	stim	372		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							45.9793124999851	0.0667309999698773
11	36.42601419996936	stim	373		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.046043499954976	0.0668063999619335
11	36.49282059993129	stim	374		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.11284989991691	0.0666456000180915
11	36.559466199949384	stim	375		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.179495499935	0.06712250004056841
11	36.62658869998995	stim	376		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.24661799997557	0.06682890001684427
11	36.693417600006796	stim	377		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.313446899992414	0.06690440000966191
11	36.76032200001646	stim	378		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.380351300002076	0.06661009998060763
11	36.826932099997066	stim	379		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.44696139998268	0.06674889998976141
11	36.89368099998683	stim	380		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.513710299972445	0.0666775000281632
11	36.96035850001499	stim	381		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.58038780000061	0.066785299917683
11	37.027143799932674	stim	382		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.64717309991829	0.06673170009162277
11	37.093875500024296	stim	383		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.713904800009914	0.06655539991334081
11	37.16043089993764	stim	384		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.780460199923255	0.06735880009364337
11	37.22778970003128	stim	385		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.8478190000169	0.06682029995135963
11	37.29460999998264	stim	386		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.91463929996826	0.06664089998230338
11	37.36125089996494	stim	387		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							46.98128019995056	0.06949969998095185
11	37.430750599945895	stim	388		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.05077989993151	0.06664860004093498
11	37.49739919998683	stim	389		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.11742849997245	0.06656579999253154
11	37.56396499997936	stim	390		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.18399429996498	0.06681059999391437
11	37.630775599973276	stim	391		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.250804899958894	0.06653029995504767
11	37.697305899928324	stim	392		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.31733519991394	0.06666100001893938
11	37.76396689994726	stim	393		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.38399619993288	0.06679070007521659
11	37.83075760002248	stim	394		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.4507869000081	0.06655369990039617
11	37.897311299922876	stim	395		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.51734059990849	0.06666220002807677
11	37.96397349995095	stim	396		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.58400279993657	0.06672260002233088
11	38.030696099973284	stim	397		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.6507253999589	0.06675370002631098
11	38.097449799999595	stim	398		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.71747909998521	0.06656089995522052
11	38.164010699954815	stim	399		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.78403999994043	0.06663560005836189
11	38.23064630001318	stim	400		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.850675599998794	0.06688459997531027
11	38.29753089998849	stim	401		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.917560199974105	0.06654429994523525
11	38.36407519993372	stim	402		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							47.98410449991934	0.06741080002393574
11	38.43148599995766	stim	403		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.051515299943276	0.066980000003241
11	38.4984659999609	stim	404		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.11849529994652	0.06805540004279464
11	38.566521400003694	stim	405		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.18655069998931	0.06751439999789
11	38.634035800001584	stim	406		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.2540650999872	0.06676830002106726
11	38.70080410002265	stim	407		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.32083340000827	0.06694629997946322
11	38.767750400002114	stim	408		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.38777969998773	0.06637779995799065
11	38.834128199960105	stim	409		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.45415749994572	0.06667239998932928
11	38.900800599949434	stim	410		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.52082989993505	0.06705790001433343
11	38.96785849996377	stim	411		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.587887799949385	0.06717559997923672
11	39.035034099943005	stim	412		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.65506339992862	0.06657989998348057
11	39.101613999926485	stim	413		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.7216432999121	0.06667170010041445
11	39.1682857000269	stim	414		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.78831500001252	0.06708429998252541
11	39.235370000009425	stim	415		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.85539929999504	0.06677789997775108
11	39.302147899987176	stim	416		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.92217719997279	0.06698310002684593
11	39.36913100001402	stim	417		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							48.98916029999964	0.06705700000748038
11	39.4361880000215	stim	418		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.05621730000712	0.06741739995777607
11	39.50360539997928	stim	419		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.123634699964896	0.06727390002924949
11	39.57087930000853	stim	420		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.190908599994145	0.06678029999602586
11	39.637659600004554	stim	421		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.25768889999017	0.06693209998775274
11	39.70459169999231	stim	422		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.324620999977924	0.06673389999195933
11	39.771325599984266	stim	423		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.39135489996988	0.0670928000472486
11	39.838418400031514	stim	424		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.45844770001713	0.06675859994720668
11	39.90517699997872	stim	425		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.52520629996434	0.06671170005574822
11	39.97188870003447	stim	426		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.59191800002009	0.06673919991590083
11	40.03862789995037	stim	427		4	ambiguous	ambiguous	1.0	preferred_right	600.0	30.0							49.65865719993599	0.06741919997148216
